object,field,RA,DEC,radius_aper(pixel),uJava,F378,F395,F410,F430,gSDSS,F515,rSDSS,F660,iSDSS,F861,zSDSS,e_uJava,e_F378,e_F395,e_F410,e_F430,e_gSDSS,e_F515,e_rSDSS,e_F660,e_iSDSS,e_F861,e_zSDSS
[H86] 177,MC0094,14.45875,-72.507774,45.0,13.879659250178232,13.800627314909722,13.774396378147522,13.67203200642546,13.722264532459487,13.698352585378142,13.694488921364854,13.591573386021281,13.529824331604555,13.357930592190414,13.194544495465124,13.172355438052515,0.13879659250178233,0.13800627314909722,0.13774396378147521,0.1367203200642546,0.13722264532459488,0.13698352585378143,0.13694488921364856,0.1359157338602128,0.13529824331604556,0.13357930592190415,0.13194544495465124,0.13172355438052516
[H86] 179,MC0094,14.4875,-72.445,25.0,15.266219110289864,15.17096977624083,15.09070720311309,14.950607131685222,15.004777734976528,15.002868997258346,14.98178417062253,15.0157496687005,14.986642722233288,15.043662921003014,15.146474275915171,15.14629983096907,0.15266219110289864,0.1517096977624083,0.1509070720311309,0.14950607131685223,0.1500477773497653,0.15002868997258348,0.1498178417062253,0.150157496687005,0.14986642722233287,0.15043662921003015,0.15146474275915173,0.1514629983096907
[H86] 181,MC0094,14.579167,-72.299164,40.0,12.665855355699996,12.644627932388603,12.625413327222786,12.584994583611309,12.659241132168622,12.790480776873608,12.821080686089324,13.048425749631646,13.105966237513556,13.273407411439038,13.425415027728471,13.453619316752777,0.12665855355699995,0.12644627932388602,0.12625413327222787,0.1258499458361131,0.12659241132168622,0.12790480776873608,0.12821080686089326,0.13048425749631645,0.13105966237513555,0.1327340741143904,0.1342541502772847,0.13453619316752777
[H86] 183,MC0094,14.639583,-72.280556,29.999999999999996,14.494937428333502,14.482742493451832,14.336994259083653,14.212286792146418,14.257928361718829,14.251762374739073,14.214546364580695,14.153502924380687,14.254477800460785,14.020324160613361,13.985825433554737,13.961357251139795,0.14494937428333501,0.14482742493451833,0.14336994259083655,0.1421228679214642,0.1425792836171883,0.14251762374739074,0.14214546364580696,0.14153502924380687,0.14254477800460785,0.14020324160613362,0.13985825433554738,0.13961357251139794
[H86] 185,MC0094,14.730417,-72.82778,20.0,17.8295128703889,17.307088610884037,17.493602050995623,17.11555673522345,16.919109137940875,16.596843258703196,16.447945237856054,16.060401380472324,15.827062430814683,15.858394112359402,15.842647426190597,15.84320289607713,0.178295128703889,0.17307088610884036,0.17493602050995624,0.1711555673522345,0.16919109137940877,0.16596843258703195,0.16447945237856054,0.16060401380472325,0.15827062430814684,0.15858394112359403,0.15842647426190598,0.1584320289607713
[H86] 185,MC0115,14.730417,-72.82778,20.0,18.412937605291894,17.47599257663747,17.862152204539903,17.0964317224742,17.47512264721387,16.641998204420794,16.50877799917204,16.075491818363872,15.86713888400358,15.9901033976897,15.909599375691645,15.914206724511601,0.18412937605291896,0.1747599257663747,0.17862152204539902,0.170964317224742,0.1747512264721387,0.16641998204420794,0.1650877799917204,0.1607549181836387,0.15867138884003582,0.159901033976897,0.15909599375691647,0.159142067245116
[H86] 186,MC0094,14.981667,-72.37194,35.0,14.439862045425393,14.110657868794219,13.877042551163807,13.653230107617441,13.639773001225755,13.487232505135571,13.38898452684265,13.136840444764278,13.077444452789031,12.95503105670096,12.868120079026914,12.839594840842436,0.14439862045425395,0.14110657868794219,0.13877042551163807,0.13653230107617442,0.13639773001225755,0.1348723250513557,0.1338898452684265,0.13136840444764278,0.1307744445278903,0.1295503105670096,0.12868120079026915,0.12839594840842436
NoName_21,MC0115,14.102917,-73.33417,20.0,16.81989903577671,15.962864651488276,15.594327119678638,15.37961095801592,15.349243720286108,15.09621799831378,15.037436575467488,14.622132817191194,14.56589105214458,14.373721351679851,14.209083924210173,14.15050549906184,0.16819899035776711,0.15962864651488276,0.1559432711967864,0.1537961095801592,0.15349243720286107,0.1509621799831378,0.1503743657546749,0.14622132817191194,0.1456589105214458,0.14373721351679852,0.14209083924210172,0.1415050549906184
[H86] 189,MC0094,15.13625,-72.23917,25.0,17.502390625044733,17.09603672064603,16.71518045324939,16.03241919840069,15.922224082837857,15.409276810780959,15.192066892224531,14.72576056357031,14.766958973125643,14.415877409000453,14.327965158896365,14.290139788813157,0.17502390625044734,0.1709603672064603,0.1671518045324939,0.16032419198400688,0.15922224082837858,0.15409276810780959,0.15192066892224532,0.1472576056357031,0.14766958973125643,0.14415877409000452,0.14327965158896366,0.14290139788813158
[H86] 191,MC0094,15.2425,-72.53972,45.0,15.298826636796896,14.971075949831373,14.694368101502366,14.389723366197055,14.399757217274724,14.159680249221894,14.050983522418386,13.77709456139289,13.722225281338643,13.577844784841625,13.513779935234021,13.50164074765776,0.15298826636796897,0.14971075949831375,0.14694368101502367,0.14389723366197055,0.14399757217274725,0.14159680249221895,0.14050983522418387,0.13777094561392889,0.13722225281338643,0.13577844784841625,0.13513779935234022,0.1350164074765776
[H86] 193,MC0094,15.324583,-72.22833,29.999999999999996,15.4879012040868,15.079787095176037,14.770182200848966,14.556291717106983,14.526629964304323,14.400964483714603,14.297720710307495,14.12699074313353,14.126422468929192,14.001914981315267,13.957139291075588,13.923854252223387,0.154879012040868,0.15079787095176037,0.14770182200848966,0.14556291717106984,0.14526629964304325,0.14400964483714604,0.14297720710307496,0.1412699074313353,0.14126422468929192,0.14001914981315267,0.13957139291075588,0.1392385425222339
[H86] 193,MC0095,15.324583,-72.22833,29.999999999999996,15.5974986564758,15.277158886919407,14.844681784642328,14.659747565516152,14.630594147980378,14.452345713853717,14.355954272626104,14.136482274958887,14.110231848692745,14.005851494100863,13.966668760411656,13.896969292899684,0.155974986564758,0.15277158886919406,0.14844681784642327,0.14659747565516154,0.14630594147980377,0.14452345713853718,0.14355954272626104,0.14136482274958886,0.14110231848692745,0.14005851494100863,0.13966668760411657,0.13896969292899683
[H86] 194,MC0094,15.30875,-72.55055,50.0,12.768642721716933,11.768604749368986,11.530634803551546,11.4318767209796,11.464043326291986,11.686237177942859,11.427521072059038,11.728515141947598,11.703906138188481,11.803830819464082,11.52653881895759,11.693631854728897,0.12768642721716933,0.11768604749368987,0.11530634803551547,0.114318767209796,0.11464043326291985,0.1168623717794286,0.11427521072059038,0.11728515141947599,0.11703906138188482,0.11803830819464083,0.1152653881895759,0.11693631854728898
[H86] 196,MC0095,17.105833,-71.83806,40.0,15.719552203751155,15.352300180544468,15.053616623036522,14.937552838103096,14.94347452906346,14.739657703461722,14.69908306281243,14.622779941142042,14.673660471268757,14.687725597427175,14.830966632941374,14.708120993886652,0.15719552203751155,0.15352300180544468,0.15053616623036523,0.14937552838103096,0.1494347452906346,0.14739657703461723,0.14699083062812432,0.14622779941142042,0.14673660471268757,0.14687725597427176,0.14830966632941375,0.14708120993886653
[H86] 21,MC0114,8.816667,-73.53083,40.0,16.779586009970544,16.55095891139788,16.553227958884044,15.785493889305798,15.57633646127313,15.001013942392156,14.856908978614001,14.380834734509083,14.340362528511514,14.14091467128991,14.17138775740332,14.096975828705517,0.16779586009970543,0.1655095891139788,0.16553227958884045,0.157854938893058,0.1557633646127313,0.15001013942392155,0.14856908978614,0.14380834734509082,0.14340362528511516,0.1414091467128991,0.1417138775740332,0.14096975828705519
OGLE-CL SMC  288,MC0116,21.190416,-73.42333,25.0,17.893414281099762,17.68370553091171,17.178613257965743,16.874624122191936,16.920953216461292,17.10497753166956,17.522307585612243,17.245463881854324,17.815938244433944,17.322188754642937,18.09708042817272,17.583885120692678,0.17893414281099762,0.17683705530911709,0.17178613257965744,0.16874624122191936,0.16920953216461293,0.17104977531669563,0.17522307585612243,0.17245463881854325,0.17815938244433946,0.17322188754642937,0.1809708042817272,0.17583885120692677
OGLE-CL SMC  288,MC0117,21.190416,-73.42333,25.0,17.992067670976333,17.773987937559408,17.52285288631156,17.241979845163172,17.34465630306371,17.16620209794815,17.18118367782219,17.384537963858385,17.811459628722808,17.522719954835907,17.521234627668065,17.897968680853694,0.17992067670976333,0.17773987937559407,0.17522852886311563,0.17241979845163172,0.17344656303063713,0.17166202097948152,0.1718118367782219,0.17384537963858385,0.1781145962872281,0.17522719954835908,0.17521234627668064,0.17897968680853693
[H86] 212,MC0116,21.312082,-73.50166,35.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
[H86] 212,MC0117,21.312082,-73.50166,35.0,17.95596196966988,17.48681668706766,17.2890507889916,17.020918547087728,16.926197562804628,16.892656823769922,16.79782236131892,16.68231686686719,16.549817594150547,16.567324741618524,16.478047866023115,16.367418572621492,0.17955961969669879,0.1748681668706766,0.172890507889916,0.1702091854708773,0.1692619756280463,0.16892656823769922,0.16797822361318923,0.1668231686686719,0.16549817594150548,0.16567324741618525,0.16478047866023116,0.16367418572621492
[H86] 22,MC0114,8.727083,-73.03555,20.0,18.68174686582865,18.379326756216386,18.40890155444785,17.646053264560805,17.41986544267342,16.84205393395944,16.607802318292855,16.129971606479025,16.05599788170292,15.840342215863167,15.814946916372307,15.745155625270893,0.1868174686582865,0.18379326756216385,0.1840890155444785,0.17646053264560807,0.17419865442673418,0.16842053933959442,0.16607802318292855,0.16129971606479024,0.1605599788170292,0.15840342215863168,0.15814946916372308,0.15745155625270893
[H86] 24,MC0114,8.858333,-73.40833,25.0,16.997732083008252,16.846139209475332,16.78767873547114,16.47762543523709,16.439208469928495,16.200959477849125,16.075844697660784,15.816950740861024,15.789187596915262,15.647863858107804,15.654234312641071,15.616575196547457,0.16997732083008252,0.16846139209475333,0.1678767873547114,0.16477625435237092,0.16439208469928496,0.16200959477849125,0.16075844697660785,0.15816950740861024,0.15789187596915263,0.15647863858107805,0.15654234312641072,0.15616575196547458
[H86] 25,MC0114,8.866667,-73.47889,25.0,16.021441973991806,15.869206195910943,15.832610634489553,15.69080447965116,15.69003493724998,15.629255927752565,15.589080466016355,15.426373811990606,15.433306912552695,15.273622847192394,15.292535965992457,15.233163265923691,0.16021441973991807,0.15869206195910943,0.15832610634489552,0.1569080447965116,0.1569003493724998,0.15629255927752567,0.15589080466016356,0.15426373811990607,0.15433306912552694,0.15273622847192395,0.15292535965992457,0.1523316326592369
[H86] 30,MC0114,9.058333,-73.4125,20.0,18.93458653797822,18.48617441695851,17.965433478286695,17.940608135163757,17.623421297823587,17.194167439257612,17.166769333933555,16.671765429046594,16.6743234418111,16.467890756902275,16.598077071479604,16.490597977767916,0.1893458653797822,0.1848617441695851,0.17965433478286694,0.17940608135163758,0.17623421297823588,0.17194167439257613,0.17166769333933554,0.16671765429046595,0.166743234418111,0.16467890756902276,0.16598077071479606,0.16490597977767915
[H86] 33,MC0114,9.075833,-73.05778,25.0,19.624006564860448,19.29226106596648,19.21400349798789,18.214791066260464,18.179418230595317,17.326271723676683,17.18438231236805,16.74162662088035,16.70071343015217,16.484430406890866,16.544331899031338,16.445175128924348,0.1962400656486045,0.1929226106596648,0.1921400349798789,0.18214791066260463,0.18179418230595318,0.17326271723676684,0.17184382312368052,0.1674162662088035,0.1670071343015217,0.16484430406890865,0.1654433189903134,0.16445175128924347
[H86] 35,MC0114,9.161667,-73.08583,20.0,17.90015322673579,17.504200875906385,17.591541609516945,17.120552928084763,17.04936034605916,16.51945981304504,16.422690722195497,15.903667238504767,15.684934649902367,15.39929721014477,15.133001332846883,14.987972139619261,0.1790015322673579,0.17504200875906384,0.17591541609516945,0.17120552928084762,0.17049360346059161,0.1651945981304504,0.164226907221955,0.15903667238504768,0.15684934649902368,0.1539929721014477,0.15133001332846882,0.14987972139619263
[H86] 40,MC0114,9.45625,-73.4825,25.0,17.45500467364441,17.18511560208724,17.12833120977138,16.604224772848852,16.429602358143917,15.833053032872098,15.703230214244243,15.078471676430466,14.961897936356714,14.681043247466881,14.565291114160244,14.508926393644828,0.17455004673644411,0.1718511560208724,0.17128331209771377,0.16604224772848852,0.1642960235814392,0.158330530328721,0.15703230214244243,0.15078471676430466,0.14961897936356713,0.14681043247466882,0.14565291114160245,0.14508926393644828
[H86] 41,MC0093,9.382917,-72.96222,5.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
[H86] 41,MC0114,9.382917,-72.96222,29.999999999999996,18.316576402002646,18.050554500624212,17.66146933311639,17.26464791459466,17.082773881392168,16.50536099617713,16.36583330124602,16.043075439946104,16.045624839095616,15.872700013092635,15.872726425389905,15.888645000130301,0.18316576402002646,0.18050554500624214,0.1766146933311639,0.1726464791459466,0.1708277388139217,0.16505360996177132,0.16365833301246022,0.16043075439946106,0.16045624839095615,0.15872700013092636,0.15872726425389905,0.15888645000130303
[H86] 42,MC0114,9.420833,-73.12111,29.999999999999996,16.98333121996817,16.587642697801158,16.4686601796782,16.240574669485248,16.08549656739626,15.886811392781983,15.838594308352151,15.569571171448207,15.614314055821103,15.469559563566811,15.578011715451499,15.445860605673197,0.16983331219968173,0.16587642697801158,0.164686601796782,0.1624057466948525,0.1608549656739626,0.15886811392781983,0.15838594308352152,0.15569571171448207,0.15614314055821102,0.15469559563566812,0.15578011715451498,0.15445860605673198
[H86] 43,MC0114,9.46375,-73.12111,29.999999999999996,17.34415059601451,17.175543723514945,16.907662750821896,16.51195048357542,16.419622667229834,15.925546569045634,15.860542387863116,15.398910069797395,15.371640905780623,15.116948008657275,15.09376731568383,15.03218139460093,0.17344150596014513,0.17175543723514947,0.16907662750821895,0.1651195048357542,0.16419622667229836,0.15925546569045634,0.15860542387863116,0.15398910069797395,0.15371640905780623,0.15116948008657274,0.15093767315683831,0.1503218139460093
[H86] 47,MC0114,9.70375,-73.27556,20.0,18.50170468345973,18.162501615382848,17.99937215536104,17.822478236460068,17.614882750256477,17.01886861084001,16.85836125090939,16.48787760218091,16.469625211302525,16.250509204595705,16.351001161181614,16.226280383437768,0.18501704683459733,0.18162501615382848,0.1799937215536104,0.17822478236460068,0.17614882750256478,0.1701886861084001,0.1685836125090939,0.1648787760218091,0.16469625211302524,0.16250509204595706,0.16351001161181614,0.1622628038343777
[H86] 48,MC0114,9.731667,-73.40833,29.999999999999996,16.26443418906038,16.064358430910495,15.894307616182168,15.78169752470337,15.783734718960115,15.682894601813562,15.724633807279542,15.621363666421317,15.706481367140773,15.608664385543609,15.804337043598926,15.734679322179256,0.1626443418906038,0.16064358430910494,0.15894307616182168,0.1578169752470337,0.15783734718960116,0.15682894601813563,0.15724633807279542,0.15621363666421317,0.15706481367140773,0.15608664385543608,0.15804337043598926,0.15734679322179257
[H86] 53,MC0093,9.809167,-72.90278,40.0,17.539935918354402,17.055954676825046,17.09052156198743,16.389198126125493,16.35541546098399,15.756122934279253,15.597181224861151,15.088837805564106,15.045525438262407,14.893871645399784,14.927773965684082,14.830358380715776,0.17539935918354402,0.17055954676825047,0.1709052156198743,0.16389198126125493,0.1635541546098399,0.15756122934279254,0.1559718122486115,0.15088837805564106,0.15045525438262408,0.14893871645399784,0.14927773965684082,0.14830358380715777
[H86] 53,MC0114,9.809167,-72.90278,40.0,18.391879022600556,17.22492946325,17.362197645819474,16.513401157425427,16.29203692875303,15.69215545957627,15.583771854232822,15.112711191111849,15.10969654684004,14.93055823683902,15.007629558996571,14.911823302246479,0.18391879022600555,0.1722492946325,0.17362197645819474,0.16513401157425428,0.16292036928753031,0.1569215545957627,0.15583771854232822,0.1511271119111185,0.1510969654684004,0.1493055823683902,0.1500762955899657,0.1491182330224648
[H86] 54,MC0114,9.895417,-73.38306,29.999999999999996,17.949174633003015,17.76451948564187,17.181975745680653,16.894764468078293,16.86910820290048,16.428644705592255,16.452882525601446,16.094406977552772,16.212111665698778,16.01776447911471,16.28461768403594,16.22465366115846,0.17949174633003015,0.1776451948564187,0.17181975745680653,0.16894764468078294,0.16869108202900482,0.16428644705592255,0.16452882525601445,0.16094406977552772,0.16212111665698778,0.1601776447911471,0.1628461768403594,0.16224653661158459
[H86] 55,MC0114,9.858333,-73.10639,25.0,18.412133024734512,18.028030921795164,17.596767296136115,17.251489637268232,17.01295296755727,16.593955544918103,16.494606431873038,16.04066376770507,16.021419296428228,15.797266417581284,15.820583297932235,15.74636549313442,0.18412133024734512,0.18028030921795166,0.17596767296136115,0.17251489637268233,0.17012952967557268,0.16593955544918104,0.16494606431873038,0.1604066376770507,0.16021419296428227,0.15797266417581285,0.15820583297932234,0.1574636549313442
[H86] 58,MC0114,10.020833,-73.14278,35.0,17.280144800368944,16.820670373327776,16.67298283391108,15.996133240189236,15.737910575763557,14.874350048656117,14.672866887069146,13.873345548652482,13.708457686312158,13.296860138415887,13.101972166335468,13.019888846297404,0.17280144800368943,0.16820670373327776,0.16672982833911082,0.15996133240189236,0.15737910575763558,0.14874350048656118,0.14672866887069147,0.13873345548652483,0.1370845768631216,0.13296860138415886,0.13101972166335468,0.13019888846297403
[H86] 59,MC0114,10.12125,-73.45861,29.999999999999996,16.007158174298453,15.771458364462392,15.616765569209678,15.412222994307475,15.424256901060952,15.240674268009123,15.203239239439036,15.000686904415858,15.018401723774204,14.856354959332787,14.894189307965876,14.842395011792497,0.16007158174298453,0.15771458364462393,0.15616765569209679,0.15412222994307476,0.1542425690106095,0.15240674268009122,0.15203239239439037,0.15000686904415858,0.15018401723774205,0.14856354959332788,0.14894189307965877,0.14842395011792497
[H86] 60,MC0114,10.186667,-73.1175,25.0,18.082481474775673,17.82167434538056,17.4889709013356,16.954176587705945,16.646514682196795,15.779467576273408,15.618855685971146,14.826496845837706,14.686997643693783,14.348789388941517,14.21578875605237,14.130077128747144,0.18082481474775672,0.17821674345380561,0.174889709013356,0.16954176587705946,0.16646514682196795,0.1577946757627341,0.15618855685971147,0.14826496845837706,0.14686997643693783,0.14348789388941519,0.14215788756052372,0.14130077128747145
[H86] 62,MC0114,10.2,-73.08806,35.0,16.4789378367142,16.02944105020573,15.803387580301415,15.432269000697332,15.425188093132778,15.162879584508897,15.110490740984144,14.918013050492254,15.00566538602923,14.862261792020094,15.047725401828803,14.95808568331178,0.164789378367142,0.1602944105020573,0.15803387580301415,0.15432269000697332,0.15425188093132777,0.15162879584508898,0.15110490740984145,0.14918013050492254,0.1500566538602923,0.14862261792020096,0.15047725401828804,0.1495808568331178
[H86] 64,MC0114,10.265417,-73.20417,14.999999999999998,19.603007974757354,19.568365761445982,19.384375424798623,18.59519616716721,18.121162615924973,17.803712430622305,17.732082094058775,17.344630526682167,17.434424391636835,17.17791457657051,17.399615888787938,17.373900981735563,0.19603007974757355,0.19568365761445983,0.19384375424798625,0.1859519616716721,0.18121162615924974,0.17803712430622307,0.17732082094058776,0.17344630526682167,0.17434424391636835,0.17177914576570513,0.1739961588878794,0.17373900981735563
[H86] 68,MC0093,10.658333,-72.45583,59.99999999999999,15.834411966699673,15.440868670867912,15.391724773461721,14.772179327862554,14.683910523906613,14.207135141536172,14.060892849101586,13.654738580789818,13.591000145237256,13.497474613373491,13.479763285083333,13.47580517106798,0.15834411966699674,0.15440868670867913,0.1539172477346172,0.14772179327862556,0.14683910523906613,0.14207135141536173,0.14060892849101586,0.1365473858078982,0.13591000145237256,0.13497474613373492,0.13479763285083332,0.1347580517106798
NoName_27,MC0114,10.595,-73.08861,20.0,18.150052607041893,17.503157193845865,17.510815459565652,17.03857224979282,16.885889703120426,16.459939187224887,16.343056172609057,15.98612892568463,16.025143827734805,15.822080882913228,15.880865554447658,15.790368888647695,0.18150052607041894,0.17503157193845867,0.1751081545956565,0.17038572249792822,0.16885889703120427,0.16459939187224887,0.16343056172609058,0.1598612892568463,0.16025143827734806,0.15822080882913228,0.15880865554447657,0.15790368888647696
[H86] 74,MC0114,11.30875,-73.219444,40.0,13.797394947240882,13.37911165837277,13.09636473216207,12.916500198208565,12.942760083882547,12.937902857491428,12.878284888437639,12.875473065983785,13.035661102791632,12.890344697824936,12.94814445940996,12.918051569798191,0.13797394947240882,0.1337911165837277,0.13096364732162072,0.12916500198208566,0.12942760083882549,0.1293790285749143,0.12878284888437638,0.12875473065983786,0.13035661102791632,0.12890344697824938,0.1294814445940996,0.12918051569798192
[H86] 77,MC0093,11.4025,-72.295,25.0,26.114281311836514,nan,nan,23.904753082022545,nan,25.304165169025524,23.94914458813587,23.886768032346748,28.693502676192235,22.998620607270524,nan,nan,0.2611428131183651,nan,nan,0.23904753082022545,nan,0.2530416516902552,0.2394914458813587,0.23886768032346747,0.28693502676192234,0.22998620607270526,nan,nan
[H86] 77,MC0094,11.4025,-72.295,25.0,17.89228646687243,17.446246273996373,17.149749464484934,16.822384553975382,16.781877042481085,16.436708704903815,16.32178725672151,15.999002842952411,15.93630397473033,15.810705298097144,15.744316681710826,15.773814618911109,0.1789228646687243,0.17446246273996374,0.17149749464484934,0.16822384553975384,0.16781877042481086,0.16436708704903816,0.1632178725672151,0.15999002842952412,0.15936303974730331,0.15810705298097144,0.15744316681710827,0.15773814618911108
[H86] 79,MC0094,11.495,-72.59611,25.0,17.632107173490407,17.21071916352931,16.86829520157676,16.485166500621528,16.544422234832723,16.30936980474097,16.327849222527654,16.193187434671234,16.223916115954616,16.13997389090251,16.24937126774958,16.272422311578254,0.17632107173490408,0.1721071916352931,0.1686829520157676,0.1648516650062153,0.16544422234832723,0.16309369804740972,0.16327849222527654,0.16193187434671236,0.16223916115954615,0.16139973890902512,0.16249371267749582,0.16272422311578255
NoName_31,MC0114,10.894583,-73.24139,25.0,16.50014357776143,16.096251405537664,15.794196090092722,15.625089482573914,15.542156493095852,15.347961195726471,15.262670543142516,14.96385584067046,15.006037083289637,14.713459678670633,14.712576096174187,14.644796912892488,0.1650014357776143,0.16096251405537665,0.15794196090092721,0.15625089482573915,0.15542156493095852,0.15347961195726473,0.15262670543142517,0.1496385584067046,0.1500603708328964,0.14713459678670635,0.14712576096174187,0.14644796912892488
NoName_32,MC0094,11.636667,-72.6,20.0,17.37749181634659,16.988818538132477,16.672576213061344,16.318181662005212,16.244887431067603,15.802700089070782,15.72087881503519,15.092803672120892,14.995699989558311,14.666090118175852,14.491287774886478,14.248153046029428,0.1737749181634659,0.16988818538132477,0.16672576213061344,0.16318181662005213,0.16244887431067603,0.15802700089070784,0.1572087881503519,0.1509280367212089,0.14995699989558312,0.14666090118175854,0.1449128777488648,0.14248153046029427
[H86] 86,MC0114,11.754167,-73.39306,45.0,14.777336709332511,14.39088972783572,13.99461615534635,13.76583576082614,13.72389812330698,13.586565559423338,13.413384905224387,13.019217826535598,12.929363411189778,12.381091947600993,12.090749232931012,12.018252675513388,0.14777336709332511,0.1439088972783572,0.1399461615534635,0.13765835760826142,0.13723898123306982,0.1358656555942334,0.13413384905224388,0.13019217826535598,0.1292936341118978,0.12381091947600993,0.12090749232931013,0.12018252675513388
[H86] 86,MC0115,11.754167,-73.39306,45.0,14.914118197513424,14.394379584500076,14.11793901385538,13.898942559562316,13.867467814054772,13.520107729910535,13.393542818022684,12.833810903123164,12.702667253781257,12.22723254710877,11.932403170067213,11.852054124347953,0.14914118197513423,0.14394379584500075,0.14117939013855382,0.13898942559562316,0.1386746781405477,0.13520107729910535,0.13393542818022686,0.12833810903123163,0.12702667253781258,0.1222723254710877,0.11932403170067213,0.11852054124347954
[H86] 91,MC0114,11.88375,-73.43361,25.0,nan,nan,nan,nan,23.98396512587878,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.23983965125878778,nan,nan,nan,nan,nan,nan,nan
[H86] 91,MC0115,11.88375,-73.43361,25.0,15.483736640373179,14.597113996352773,14.242664020909839,14.066867915434806,14.107456259988819,14.071978682202579,14.022025154638317,14.060683713527139,14.145627741490378,14.168893153510064,14.18706172894975,14.182476822955449,0.1548373664037318,0.14597113996352773,0.1424266402090984,0.14066867915434805,0.14107456259988818,0.1407197868220258,0.14022025154638318,0.1406068371352714,0.14145627741490377,0.14168893153510065,0.1418706172894975,0.1418247682295545
[H86] 96,MC0115,11.931667,-73.01278,20.0,16.986183117030542,16.77562096350406,16.638969346427427,16.239807275329827,15.96167262666981,15.205137340919778,14.966640710819654,14.243203507946367,14.128263881199153,13.846635609387079,13.684876725924497,13.632159985070608,0.16986183117030543,0.16775620963504062,0.16638969346427426,0.1623980727532983,0.1596167262666981,0.15205137340919778,0.14966640710819654,0.14243203507946367,0.14128263881199155,0.13846635609387078,0.13684876725924497,0.13632159985070608
HW10,MC0093,9.129167,-72.98639,5.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
HW10,MC0114,9.129167,-72.98639,55.00000000000001,15.51848174640627,15.152483717906964,15.187309051851317,14.647458756506875,14.562556601834595,14.142565176218177,14.00793679745484,13.605586768661315,13.550169544486529,13.365080912328207,13.313703758927664,13.291021295722096,0.1551848174640627,0.15152483717906964,0.15187309051851317,0.14647458756506876,0.14562556601834595,0.14142565176218178,0.14007936797454842,0.13605586768661315,0.1355016954448653,0.13365080912328206,0.13313703758927664,0.13291021295722097
HW11,MC0114,9.380417,-73.6125,75.0,14.824850358002223,14.347518387337558,14.093688768993163,13.804257109397039,13.772666401524802,13.530188448998686,13.461267665998424,13.253158865466775,13.253596353097198,13.12961594408461,13.191371210283755,13.117675583471788,0.14824850358002223,0.1434751838733756,0.14093688768993162,0.1380425710939704,0.13772666401524802,0.13530188448998687,0.13461267665998425,0.13253158865466774,0.13253596353097197,0.1312961594408461,0.13191371210283756,0.13117675583471788
HW14,MC0114,10.061667,-73.86972,95.0,14.404790157730345,14.066711097941997,13.93113378160685,13.47503713439405,13.383079489929804,12.936702781369428,12.833754508277273,12.408925247097482,12.34147731033688,12.161781339727447,12.153776182320529,12.11287852844011,0.14404790157730346,0.14066711097941997,0.1393113378160685,0.1347503713439405,0.13383079489929803,0.12936702781369427,0.12833754508277273,0.12408925247097483,0.12341477310336879,0.12161781339727448,0.12153776182320529,0.1211287852844011
HW15,MC0114,10.201667,-74.022224,55.00000000000001,14.77733632774981,14.492087103005385,14.39466857023439,13.935769764667583,13.894598751647344,13.576246065896342,13.43289455018396,13.18368963673935,13.16676107815777,13.069475541673064,13.09571771014636,13.072482126273675,0.1477733632774981,0.14492087103005385,0.1439466857023439,0.13935769764667583,0.13894598751647344,0.1357624606589634,0.1343289455018396,0.1318368963673935,0.13166761078157768,0.13069475541673065,0.1309571771014636,0.13072482126273674
HW15,MC0134,10.201667,-74.022224,55.00000000000001,14.869115377560938,14.557513981720703,14.564558421818866,13.984882178546766,13.941123054001785,13.571701961550579,13.43591207099158,13.185252450550236,13.169423772748532,13.082575426447116,13.108013248556084,13.03923352020617,0.14869115377560937,0.14557513981720704,0.14564558421818866,0.13984882178546765,0.13941123054001786,0.13571701961550578,0.13435912070991582,0.13185252450550236,0.1316942377274853,0.13082575426447116,0.13108013248556083,0.1303923352020617
HW18,MC0093,10.756667,-72.40833,55.00000000000001,16.48426819269268,16.249976490522023,16.260463885414364,15.778762280773243,15.72881376672866,15.266499352850868,15.1753688607191,14.690980954164866,14.618028482219277,14.478073093434272,14.401827164099121,14.379229037345862,0.16484268192692683,0.16249976490522022,0.16260463885414364,0.15778762280773242,0.1572881376672866,0.15266499352850868,0.15175368860719102,0.14690980954164867,0.14618028482219278,0.1447807309343427,0.1440182716409912,0.14379229037345861
HW19,MC0134,10.8625,-74.18444,55.00000000000001,17.081294309297707,16.690648814984122,16.689520593102966,16.10071367562622,15.997486134479237,15.357987303268212,15.293813249915203,14.843590066012519,14.782292705771372,14.63045483559456,14.64232864684122,14.570623668713536,0.17081294309297707,0.16690648814984121,0.16689520593102966,0.16100713675626221,0.15997486134479239,0.1535798730326821,0.15293813249915203,0.1484359006601252,0.14782292705771372,0.14630454835594559,0.1464232864684122,0.14570623668713537
