ID,Nvis,Loc,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,pmRA,pmDE,GAL_LON,GAL_LAT,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra_x,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr,angDist
2M05445322-7112584,4,5517,86.221755,-71.21624,81.4575,0,263.11499,0.020337,1.61111,0.043707,512,3926.584,95.053,33554944,0.2882,0.0673,0,2.741195,6.822355,65536,,0,-1.428662,0.0232361,0,0.041394,0.021389,2.73609,"Mg_a ",0,0,-0.64375,0.028148,0,-0.68286,0.048345,0,0.16043,0.046943,0,0.012306,0.027137,0,-0.691954,0.120935,0,0.178382,0.03449,0,-0.532571,0.046953,0,0.120582,0.028641,0,0.432487,0.126839,256,,,512,,,0,0.090608,0.06587,512,,,512,,,256,,,0,0.137398,0.122406,512,,,0,-1.388162,0.026959,0,-0.245128,0.100698,0,-0.040468,0.059925,512,,,131337,,,4657039773563118464,2.382,0.301,281.85618465028864,-30.91393801900704,86.2217566952,-71.21625828213,7.63E-4,7.244E-4,112.7,4657039773563118464,86.22178966294,0.0336,-71.21625643271,0.0349,0.0477,0.0356,1.339,2.424,2.388,0.047,0.416,0.045,312,3.0301,401.73,0.198,3.571,31,,,25,1.124,false,7922.74,15.3267,15.940179,2546.38,26.631,16.823732,8681.34,14.901428,1.417,1.922304,,,0,,,,,,,0.003465,0.011693,0.008169,15.940179,0.003465,7922.74,0.093,0.7573,0.7303,-0.0369,0.065845
2M05452028-7103420,4,5517,86.334509,-71.061668,90.1112,0,227.615997,0.011072,0.336801,0.021948,512,3780.197,82.801,33554944,0.2276,0.0539,0,2.468141,4.458131,65536,,0,-0.701462,0.0165887,0,0.032808,0.013588,4.78465,"Mg_a ",0,0,-0.28557,0.012098,0,-0.35647,0.023879,0,0.14228,0.023156,0,0.044966,0.014842,512,,,0,0.157782,0.023348,0,-0.344332,0.041663,0,-0.097612,0.019773,0,-0.568943,0.0725,0,0.387194,0.072235,512,,,0,0.116548,0.030038,512,,,512,,,0,0.060593,0.058668,0,0.309908,0.064216,512,,,0,-0.705432,0.019808,0,-0.059508,0.051621,0,-0.050278,0.034011,512,,,131337,,,4657041942571834496,1.812,0.74,281.6724950939925,-30.894444371888586,86.33448421801,-71.06167322406,7.719E-4,7.52E-4,102.43,4657041942571834496,86.33451020192,0.038,-71.06166980705,0.0369,0.0354,0.0392,0.902,2.047,1.897,0.049,0.769,0.047,288,-0.0388,293.48,0.0,0.0,31,,,25,0.997,false,5486.87,5.82431,16.339056,1328.01,8.37811,17.530539,6105.95,15.283512,1.355,2.247026,,,0,,,,,492280937,,0.002987,0.007396,0.00462,16.339056,0.002987,5486.87,-0.015,0.771,0.753,-0.011,0.034526
2M05443427-7104062,4,5517,86.142808,-71.068405,399.815,0,278.033997,0.002129,1.05838,0.004083,512,3602.03,61.727,33554944,-0.2395,0.0522,0,3.087451,3.916312,65536,,0,-0.479992,0.0110966,0,-0.056077,0.009026,20.347,"Mg_a ",0,0,-0.30021,0.005445,0,-0.3064,0.01131,0,0.45401,0.012563,0,-0.100765,0.007393,512,,,0,0.071794,0.014498,0,-0.331541,0.025664,0,-0.039145,0.012073,0,0.150777,0.036344,0,-0.007261,0.037747,512,,,0,0.142758,0.014605,512,,,512,,,0,0.020013,0.02588,0,0.101678,0.031373,512,,,0,-0.535082,0.013953,0,-0.031698,0.023489,0,-0.099908,0.019011,512,,,131337,,,4657042423608026496,2.105,0.512,281.68814943715233,-30.955555979103277,86.14275202195,-71.06842597954,3.747E-4,3.704E-4,122.83,4657042423608026496,86.14278126878,0.0181,-71.06842368037,0.0167,0.0061,0.0186,0.3269,2.197,2.135,0.024,0.517,0.023,293,6.9172,496.48,0.108,4.276,31,,,24,1.3,false,43985.4,254.477,14.079095,6288.54,182.666,15.842168,59120.5,12.81855,1.487,3.023618,,,0,,,,,492281317,,0.006859,0.031661,0.015838,14.079095,0.006859,43985.4,0.003,0.3734,0.3717,-0.0104,0.099895
2M05450789-7103520,4,5517,86.282911,-71.064461,98.673,0,273.997009,0.011273,0.093288,0.022124,512,3873.32,81.385,33554944,0.3154,0.052,0,2.189828,3.878459,65536,,0,-0.463392,0.0133281,0,0.030185,0.011152,3.16672,"Mg_a ",0,0,-0.23836,0.010163,0,-0.23655,0.020464,0,0.15665,0.019047,0,0.035015,0.012784,0,-0.407014,0.053358,0,0.108522,0.019229,0,-0.385852,0.035758,0,0.008452,0.016587,0,-8.3E-5,0.063911,0,-0.026135,0.056963,512,,,0,0.098948,0.022351,512,,,512,,,0,-0.029687,0.051658,0,-0.039912,0.051799,512,,,0,-0.456502,0.015783,0,-0.156828,0.043638,0,-0.124908,0.025943,512,,,131337,,,4657042659948814592,1.883,0.544,281.67781996698386,-30.910794264597367,86.28285876609,-71.06447163697,7.093E-4,6.718E-4,70.66,4657042659948814592,86.28288542724,0.0349,-71.06446894044,0.0334,0.0018,0.0355,0.0494,2.039,1.947,0.044,0.607,0.042,282,-0.4865,275.81,0.0,0.0,31,,,24,0.978,false,6723.29,4.14216,16.118412,1834.07,7.29479,17.18,7254.24,15.096416,1.352,2.083584,,,0,,,,,492281010,,0.002835,0.005141,0.004535,16.118412,0.002835,6723.29,0.005,0.7053,0.676,0.034,0.072041
2M05460169-7103214,4,5517,86.50708,-71.055969,111.331,0,244.046997,0.014206,0.098988,0.026397,512,4441.872,92.976,33554944,1.0868,0.0589,0,2.486738,3.745522,65536,,0,-0.403782,0.0102638,0,0.004664,0.010012,3.94612,GKg_a,0,0,-0.13986,0.014931,0,-0.18022,0.026575,0,0.22666,0.023005,0,0.067252,0.01699,0,0.065886,0.05966,0,0.048047,0.016326,0,-0.233041,0.027608,0,0.012141,0.014876,0,0.272437,0.081301,0,0.205084,0.051877,0,0.02165,0.053254,0,0.064561,0.020698,0,-0.141079,0.025841,0,-0.085645,0.083336,0,-0.204017,0.06916,0,0.049138,0.052814,0,-0.116546,0.025288,0,-0.422302,0.011497,0,-0.260408,0.054505,0,-0.171228,0.021015,0,0.044437,0.052658,133385,,,4657047646290298752,2.021,0.891,281.6590341242923,-30.839337432588632,86.50708811289,-71.05593688329,4.511E-4,4.287E-4,77.19,4657047646290298752,86.50711532576,0.0224,-71.0559332281,0.021,0.0063,0.0227,0.2748,2.151,1.988,0.028,0.822,0.027,291,1.1157,319.9,0.0,2.377E-15,31,,,25,1.046,false,16265.5,4.57088,15.159199,6144.99,13.2008,15.86724,14558.9,14.340074,1.273,1.527166,,,0,,,,,492279943,,0.002772,0.003637,0.003917,15.159199,0.002772,16265.5,-0.001,0.45,0.4299,0.022,0.116008
2M05451427-7102502,4,5517,86.309489,-71.047279,103.29,0,289.013,0.011025,0.399778,0.021632,512,3809.977,80.585,33554944,0.1128,0.0546,0,2.306322,4.408329,65536,,0,-0.682262,0.0151287,0,0.043268,0.012694,3.89242,"Mg_a ",0,0,-0.32208,0.01143,0,-0.34588,0.022474,0,0.08691,0.021816,0,0.029693,0.013858,512,,,0,0.109312,0.02146,0,-0.328742,0.037403,0,0.00345,0.018207,0,-0.810303,0.06805,0,0.090084,0.066021,512,,,0,0.107378,0.027152,512,,,512,,,0,-0.089897,0.054694,0,0.087208,0.058786,512,,,0,-0.671172,0.018058,0,-0.226968,0.047786,0,-0.112498,0.030664,512,,,131337,,,4657047818088859648,1.639,0.586,281.6568320034836,-30.904056602457626,86.30942901415,-71.04727189413,6.79E-4,6.416E-4,68.53,4657047818088859648,86.30945224336,0.0325,-71.04726873464,0.0321,-0.0638,0.0336,-1.8968,1.84,1.698,0.043,0.711,0.04,285,-0.4681,279.31,0.0,0.0,31,,,25,0.979,false,7281.18,6.84528,16.031862,1901.99,8.72548,17.140524,7938.49,14.998551,1.351,2.141973,,,0,,,,,492281006,,0.002938,0.005709,0.004512,16.031862,0.002938,7281.18,-0.003,0.6741,0.6467,0.0386,0.074657
2M05445497-7100192,4,5517,86.229061,-71.005341,88.9724,0,234.348007,0.016508,0.474886,0.03227,512,3909.522,86.592,33554944,0.2753,0.0564,0,2.354019,4.614875,65536,,0,-0.760522,0.0158957,0,0.028526,0.013747,2.2989,"Mg_a ",0,0,-0.44592,0.014393,0,-0.58524,0.027507,0,0.57514,0.025709,0,0.031974,0.016592,0,0.066196,0.070267,0,0.151432,0.023271,0,-0.286182,0.039324,0,-0.01944,0.019884,0,0.283037,0.081266,0,0.151514,0.075731,512,,,0,0.082831,0.031779,512,,,512,,,0,-0.179207,0.067628,0,0.151708,0.069114,512,,,0,-0.760692,0.018641,0,-0.122968,0.058262,0,-0.140858,0.033971,512,,,131337,,,4657048775978365824,2.194,0.76,281.6114999297223,-30.934555415469045,86.22899421004,-71.00534816251,6.836E-4,6.336E-4,138.05,4657048775978365824,86.22902334996,0.0342,-71.0053446517,0.0327,0.023,0.0357,0.6447,2.276,2.134,0.041,0.79,0.041,300,1.7559,351.83,0.098,0.8145,31,,,24,1.072,false,7105.73,6.44143,16.058346,2177.14,17.8045,16.993828,7331.69,15.084885,1.338,1.908943,,,0,,,,,492281439,,0.002926,0.009307,0.004742,16.058346,0.002926,7105.73,0.016,0.6564,0.6618,-0.0754,0.082398
2M05444802-7057247,4,5517,86.200088,-70.956871,108.998,0,235.022003,0.011415,0.819167,0.021893,512,3814.621,80.039,33554944,0.2481,0.0549,0,2.380565,4.429142,65536,,0,-0.690312,0.0148978,0,0.014538,0.012579,3.02155,"Mg_a ",0,0,-0.29324,0.011362,0,-0.36342,0.022284,0,0.07626,0.021684,0,0.019045,0.013704,512,,,0,0.07554,0.021157,0,-0.333302,0.036519,0,-0.065761,0.017942,0,-0.678903,0.067304,0,0.686104,0.065157,512,,,0,0.126788,0.026798,512,,,512,,,0,-0.047817,0.053997,0,0.109128,0.057981,512,,,0,-0.690572,0.017786,0,-0.113848,0.047181,0,-0.109308,0.030189,512,,,131337,,,4657049432996370304,1.601,1.031,281.55650278361026,-30.949164771393672,86.20001564104,-70.95687677173,0.0017836,0.0016132,24.11,4657049432996370304,86.20004489811,0.0887,-70.95687138061,0.0845,-0.0352,0.0886,-0.3972,2.467,2.148,0.103,1.213,0.108,297,40.0273,2809.13,0.971,103.8,31,,,22,3.051,false,9333.65,14.7903,15.762239,2727.78,19.5835,16.749018,9998.54,14.748055,1.363,2.000963,,,0,,,,,492366221,,0.003248,0.008279,0.005407,15.762239,0.003248,9333.65,0.028,1.6428,1.7563,0.0748,0.087496
2M05455567-7057305,4,5517,86.481984,-70.958481,93.9043,0,233.501007,0.01642,0.454346,0.032878,512,3905.816,87.431,33554944,0.3406,0.0592,0,2.291764,5.120304,65536,,0,-0.938152,0.0172458,0,0.010721,0.015199,2.13295,"Mg_a ",0,0,-0.44836,0.016655,0,-0.4875,0.030965,0,0.007294,0.029446,0,-0.009762,0.018322,0,-1.204664,0.079016,0,-0.00276,0.025269,0,-0.422781,0.040076,0,-0.048487,0.021398,0,0.952297,0.088665,0,0.500704,0.085978,512,,,0,0.121638,0.037447,512,,,512,,,0,-0.086247,0.074224,0,-7.32E-4,0.077971,512,,,0,-0.912652,0.020215,0,-0.163638,0.06506,0,-0.079168,0.038503,512,,,131337,,,4657049810953752960,1.956,0.814,281.5470721945769,-30.857534131336497,86.48208801056,-70.95844173098,5.621E-4,5.464E-4,135.88,4657049810953752960,86.48211443752,0.0293,-70.95843773858,0.0273,0.0078,0.029,0.2692,2.138,1.94,0.035,0.898,0.034,302,-1.1754,277.53,0.0,0.0,31,,,23,0.951,false,9066.39,11.9694,15.793781,2712.77,17.7655,16.755009,9220.5,14.83601,1.316,1.918999,,,0,,,,,492364814,,0.003106,0.007638,0.005631,15.793781,0.003106,9066.39,-0.008,0.5541,0.5546,-0.0283,0.186838
2M05451927-7054558,4,5517,86.330304,-70.91552,116.137,0,286.010986,0.009054,0.25447,0.018197,512,3822.708,79.479,33554944,0.2176,0.0563,0,2.495629,4.614011,65536,,0,-0.760202,0.0149147,0,0.053854,0.012805,3.28791,"Mg_a ",0,0,-0.31143,0.011819,0,-0.32876,0.022874,0,0.1245,0.02246,0,0.048118,0.013917,512,,,0,0.142422,0.021236,0,-0.393072,0.035354,0,0.020441,0.017947,0,-0.597223,0.06811,0,0.473904,0.066483,512,,,0,0.118238,0.027678,512,,,512,,,0,-0.140647,0.054609,0,0.054658,0.059009,512,,,0,-0.752452,0.017807,0,-0.033848,0.047973,0,-0.139758,0.03065,512,,,131337,,,4657050188910698240,1.778,0.968,281.50329308856914,-30.911276356667617,86.33028131817,-70.91551629726,6.14E-4,5.832E-4,72.29,4657050188910698240,86.33030369385,0.0325,-70.91551184007,0.0299,-0.0615,0.0305,-2.0182,1.928,1.646,0.039,1.003,0.036,254,1.0159,281.36,0.019,0.03489,31,,,21,1.045,false,9120.57,11.1793,15.787312,2537.04,24.9653,16.827723,9947.53,14.753608,1.369,2.074115,,,0,,,,,492366091,,0.00306,0.011042,0.004959,15.787312,0.00306,9120.57,0.024,0.6112,0.5861,0.0298,0.029841
2M05452498-7051584,4,5517,86.354088,-70.866234,91.7793,0,267.352997,0.013015,0.242186,0.025244,512,3923.992,85.979,33554944,0.4475,0.055,0,2.305207,4.343378,65536,,0,-0.656892,0.0149186,0,0.056666,0.012842,3.02371,"Mg_a ",0,0,-0.30161,0.013233,0,-0.33487,0.025632,0,0.15505,0.023681,0,0.048272,0.015602,0,-0.832484,0.065303,0,0.149052,0.021897,0,-0.258811,0.038157,0,0.013273,0.018825,0,0.010457,0.076993,0,0.003229,0.069546,512,,,0,0.106228,0.02853,512,,,512,,,0,0.005363,0.063872,0,0.093238,0.063819,512,,,0,-0.650532,0.017481,0,-0.156368,0.054362,0,-0.219828,0.031091,512,,,131337,,,4657050738666819072,1.967,0.773,281.4452141922523,-30.908692116841255,86.3540362627,-70.86622116893,6.768E-4,6.435E-4,139.68,4657050738666819072,86.35406164519,0.0333,-70.86621746597,0.0338,-0.0743,0.0328,-2.2628,2.049,1.872,0.041,0.833,0.041,292,0.748,316.75,0.013,0.01314,31,,,23,1.03,false,6831.62,4.89444,16.101057,1903.74,7.21444,17.139524,7272.95,15.093619,1.343,2.045905,,,0,,,,,492366667,,0.002863,0.004971,0.004401,16.101057,0.002863,6831.62,0.002,0.6576,0.6631,-0.0498,0.076555
2M05440434-7054146,4,5517,86.018106,-70.90406,93.6118,0,273.915009,0.013245,0.248369,0.02536,512,3849.274,83.84,33554944,0.2987,0.0545,0,2.238051,4.390132,65536,,0,-0.675192,0.0155396,0,0.043728,0.01307,2.89055,"Mg_a ",0,0,-0.28699,0.012452,0,-0.26246,0.02438,0,0.060988,0.0231,0,0.043049,0.014975,512,,,0,0.166982,0.022333,0,-0.412462,0.039304,0,0.037482,0.019049,0,0.022977,0.073636,0,0.059144,0.069844,512,,,0,0.131548,0.028779,512,,,512,,,0,-0.027417,0.060218,0,0.068048,0.063006,512,,,0,-0.673212,0.018394,0,-0.060888,0.052093,0,-0.127218,0.032025,512,,,131337,,,4657052628451795584,2.092,0.939,281.5028294179239,-31.01402293419759,86.01811683874,-70.9040606253,6.809E-4,5.396E-4,176.99,4657052628451795584,86.01814425841,0.0295,-70.90405636067,0.0304,-0.0064,0.0307,-0.2079,2.235,2.018,0.034,0.96,0.042,300,-0.8843,283.68,0.0,0.0,31,,,23,0.963,false,8009.58,7.40571,15.928342,2240.07,8.59361,16.96289,8413.1,14.935505,1.33,2.027386,,,0,,,,,492381335,,0.002933,0.005013,0.004418,15.928342,0.002933,8009.58,-0.009,0.54,0.6805,-0.0246,0.012962
2M05443874-7045252,4,5517,86.161424,-70.757027,67.4407,0,258.238007,0.025028,1.39189,0.055424,512,3997.405,99.099,33554944,0.7345,0.0649,0,2.830544,6.234883,65536,,0,-1.274762,0.0221423,0,0.042447,0.020267,2.46116,"Mg_a ",0,0,-0.4527,0.027964,0,-0.55851,0.048625,0,0.12707,0.045168,0,0.048036,0.027613,0,-0.369754,0.118622,0,0.320142,0.033473,0,-0.248571,0.048272,0,0.071662,0.028232,0,0.162487,0.13033,0,-0.488186,0.129558,512,,,0,0.099678,0.061297,512,,,768,,,0,-0.217637,0.115317,0,0.216898,0.119976,512,,,0,-1.252562,0.0254,0,-0.143428,0.102298,0,-0.127068,0.056277,512,,,131337,,,4657146258737367680,1.923,0.628,281.3263621341833,-30.983160507201383,86.16145585468,-70.75702281431,7.446E-4,6.505E-4,129.8,4657146258737367680,86.16148189978,0.0331,-70.75701947055,0.0333,0.0051,0.0324,0.1582,2.073,1.931,0.045,0.752,0.043,274,0.3287,285.71,0.044,0.1819,31,,,24,1.013,false,7965.0,13.9528,15.934402,2497.01,19.3574,16.844994,8004.45,14.989566,1.318,1.855428,,,0,,,,,,,0.003348,0.008867,0.006169,15.934402,0.003348,7965.0,0.003,0.7076,0.6906,-0.1321,0.040688
2M05460413-7044583,4,5517,86.517238,-70.74955,156.386,0,268.303986,0.004967,0.822506,0.009432,512,3600.952,66.574,33554944,-0.0547,0.0528,0,2.610418,4.194995,65536,,0,-0.597482,0.0133305,0,-2.38E-4,0.010669,10.6341,"Mg_a ",0,0,-0.16494,0.006869,0,-0.18737,0.014054,0,0.114311,0.015396,0,0.008716,0.009144,512,,,0,0.051614,0.017472,0,-0.314052,0.030983,0,-0.057024,0.014517,0,0.007007,0.044411,0,0.130274,0.047699,512,,,0,0.156238,0.019141,512,,,512,,,0,0.020593,0.032516,0,0.073298,0.039914,512,,,0,-0.615762,0.016635,0,-0.035048,0.029783,0,-0.046488,0.024112,512,,,131337,,,4657146975960549632,1.943,0.624,281.30356842321106,-30.86727131311501,86.5172501478,-70.74944678128,6.137E-4,5.04E-4,167.73,4657146975960549632,86.51727682514,0.0258,-70.7494432131,0.0292,-0.0207,0.0283,-0.7334,2.136,1.979,0.032,0.803,0.037,292,-1.2014,268.57,0.0,0.0,31,,,25,0.949,false,10233.1,38.4835,15.662345,1679.52,31.4561,17.275583,13433.0,14.427461,1.477,2.848123,,,0,,,,,,,0.004926,0.020526,0.011044,15.662345,0.004926,10233.1,0.018,0.5095,0.6092,-0.0821,0.371867
2M05450518-7039332,4,5517,86.271608,-70.659241,132.759,0,251.815002,0.007487,0.43533,0.014498,512,3720.404,73.144,33554944,0.1823,0.0533,0,2.549119,4.192247,65536,,0,-0.596362,0.0136409,0,0.064223,0.011232,5.60402,"Mg_a ",0,0,-0.20233,0.008615,0,-0.22706,0.01737,0,0.20047,0.017705,0,0.05949,0.010967,512,,,0,0.132732,0.018725,0,-0.321512,0.033164,0,-0.03008,0.015772,0,-0.011613,0.053938,0,0.178464,0.053965,512,,,0,0.112548,0.021659,512,,,512,,,0,-0.014697,0.041457,0,0.041918,0.046782,512,,,0,-0.608052,0.016612,0,-0.103568,0.03675,0,-0.075428,0.02592,512,,,131337,,,4657148320321673984,2.1,0.363,281.208493313091,-30.95721560577178,86.27160221111,-70.6592364553,6.568E-4,5.675E-4,171.82,4657148320321673984,86.27163053183,0.0291,-70.65923377995,0.0341,-0.0062,0.0323,-0.1922,2.195,2.11,0.036,0.602,0.04,300,-0.0102,305.71,0.0,0.0,31,,,25,0.998,false,7617.57,14.1146,15.982826,1446.85,17.0192,17.43748,9538.35,14.799212,1.442,2.638269,,,0,,,,,492370073,,0.003412,0.013073,0.005736,15.982826,0.003412,7617.57,0.015,0.5695,0.6551,-0.0412,0.017757
2M05445735-7041319,4,5517,86.238994,-70.692215,109.458,0,263.665009,0.00964,0.384613,0.018399,512,3798.199,78.165,33554944,0.2611,0.0519,0,2.418188,3.957752,65536,,0,-0.497982,0.013611,0,0.020264,0.011208,3.63003,"Mg_a ",0,0,-0.22553,0.009388,0,-0.25555,0.019033,0,0.22189,0.018342,0,0.041185,0.011984,512,,,0,0.099333,0.019192,0,-0.296591,0.035511,0,0.002827,0.016398,0,-0.032253,0.059597,0,0.110554,0.055914,512,,,0,0.092671,0.022073,512,,,512,,,0,-0.004827,0.047207,0,0.098318,0.049825,512,,,0,-0.515312,0.016314,0,-0.054658,0.040659,0,-0.107868,0.026132,512,,,131337,,,4657148354681415680,2.132,0.59,281.2480456987303,-30.964523413767992,86.23902420886,-70.69219724312,5.842E-4,5.274E-4,172.15,4657148354681415680,86.239050514,0.0271,-70.69219407937,0.0291,-0.0311,0.0286,-1.0877,2.082,1.957,0.033,0.712,0.036,315,0.3137,329.26,0.0,0.0,31,,,26,1.012,false,8734.39,8.21977,15.834285,2266.12,12.027,16.950336,9600.09,14.792207,1.359,2.15813,,,0,,,,,492369586,,0.002939,0.006402,0.00446,15.834285,0.002939,8734.39,0.002,0.5285,0.5832,-0.0278,0.073344
2M05441651-7044309,4,5517,86.068821,-70.741943,83.9561,0,231.162003,0.015039,0.936564,0.029149,512,3864.54,88.17,33554944,0.1796,0.0581,0,2.47708,5.087069,65536,,0,-0.927022,0.0182693,0,0.02672,0.015701,1.89981,"Mg_a ",0,0,-0.38812,0.016568,0,-0.45805,0.031128,0,0.057486,0.029701,0,0.018245,0.018606,512,,,0,0.161842,0.026474,0,-0.357592,0.043192,0,-0.039387,0.022372,0,0.229317,0.089865,0,-0.383326,0.089373,512,,,0,0.069806,0.039005,512,,,512,,,0,-0.148357,0.075188,0,0.090898,0.080635,512,,,0,-0.922242,0.021485,0,-0.054348,0.06632,0,-0.099088,0.040673,512,,,131337,,,4657149243695444608,1.784,0.633,281.31267765693116,-31.015130553490064,86.06889311948,-70.74194539159,6.491E-4,6.244E-4,117.46,4657149243695444608,86.06891783217,0.0299,-70.74194222491,0.03,-0.0544,0.0301,-1.8074,1.967,1.834,0.041,0.713,0.039,285,-0.2023,284.33,0.0,0.0,31,,,25,0.99,false,8302.87,15.6414,15.889297,2497.8,22.115,16.844646,8750.56,14.892806,1.355,1.95184,,,0,,,,,492383961,,0.003432,0.01001,0.006498,15.889297,0.003432,8302.87,0.026,0.6439,0.6297,-0.0318,0.086064
2M05461183-7041136,4,5517,86.549333,-70.687126,109.244,0,269.494995,0.010875,0.18665,0.020941,512,3873.329,80.859,33554944,0.3521,0.0541,0,2.301124,4.176481,65536,,0,-0.589922,0.0137384,0,0.050318,0.011731,2.90496,"Mg_a ",0,0,-0.26682,0.010995,0,-0.26519,0.021682,0,0.2208,0.020526,0,0.045106,0.013336,0,-0.252964,0.056556,0,0.125482,0.019835,0,-0.193021,0.03492,0,0.058135,0.016991,0,-0.083483,0.066155,0,0.094344,0.060464,512,,,0,0.136228,0.024304,512,,,512,,,0,-0.030827,0.053456,0,0.055428,0.054646,512,,,0,-0.599232,0.016283,0,-0.047058,0.045719,0,-0.075718,0.027456,512,,,131337,,,4657153160897859584,1.984,0.565,281.22997657084113,-30.862949284447147,86.54936289237,-70.68709596976,6.356E-4,5.109E-4,171.51,4657153160897859584,86.54938973325,0.0257,-70.68709295955,0.0308,-0.066,0.0271,-2.4375,2.109,1.997,0.032,0.677,0.039,299,-0.9903,278.5,0.0,0.0,31,,,24,0.958,false,9959.25,6.21899,15.6918,2937.52,10.1859,16.668592,10478.7,14.697127,1.347,1.971465,,,0,,,,,492368573,,0.002838,0.004686,0.004136,15.6918,0.002838,9959.25,0.016,0.514,0.6332,-0.0642,0.113817
2M05460633-7037515,4,5517,86.526395,-70.630974,90.385,0,289.695007,0.017675,1.1034,0.034754,512,3895.263,90.637,33554944,0.3314,0.0632,0,2.815075,5.972442,65536,,0,-1.201262,0.020385,0,0.043471,0.018264,2.30102,"Mg_a ",0,0,-0.42065,0.021536,0,-0.36079,0.038524,0,0.032902,0.037319,0,-0.021018,0.022228,0,-0.258554,0.097998,0,-0.015057,0.02989,0,-0.483971,0.043854,0,0.002897,0.024994,0,0.614697,0.105516,256,,,512,,,0,0.140248,0.050438,512,,,512,,,0,-0.010637,0.089749,0,-0.113302,0.098313,512,,,0,-1.172162,0.023838,0,-0.397628,0.080727,0,-0.080468,0.048926,512,,,131337,,,4657153779181410048,1.846,0.36,281.16575479928935,-30.876068131000977,86.52648793079,-70.63095310346,6.746E-4,5.772E-4,156.81,4657153779181410048,86.52651460189,0.027,-70.63095193387,0.032,0.016,0.0304,0.5243,2.008,1.99,0.037,0.263,0.04,300,1.0399,331.59,0.0,0.0,31,,,25,1.042,false,8673.86,30.1127,15.841836,2507.28,34.5224,16.840534,9155.46,14.843695,1.345,1.99684,,,0,,,,,492368794,,0.004669,0.015207,0.01024,15.841836,0.004669,8673.86,0.01,0.5933,0.6604,-0.1127,0.134052
